"class"	"path"	"top"	"reason"
"excluded-ignored"	".agents/skills/project-audit-team/agents/openai.yaml"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/project-audit-team/references/report-template.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/project-audit-team/SKILL.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/commands/pyqt6-ui-development-rules.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/hooks/post-execute.cjs"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/hooks/pre-execute.cjs"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/references/research-requirements.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/rules/pyqt6-ui-development-rules.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/schemas/input.schema.json"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/schemas/output.schema.json"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/scripts/main.cjs"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/SKILL.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/pyqt6-ui-development-rules/templates/implementation-template.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/python-testing/SKILL.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/qt-packaging/SKILL.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/sentry/SKILL.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/stitch-design-taste/DESIGN.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/stitch-design-taste/SKILL.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/vulnerability-scanner/checklists.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/vulnerability-scanner/scripts/security_scan.py"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".agents/skills/vulnerability-scanner/SKILL.md"	".agents"	"ignored by git status --ignored"
"excluded-ignored"	".claude/agent-memory/functional-code-tester/bug_list_all_missing.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/agent-memory/functional-code-tester/cycle1_service_layer.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/agent-memory/functional-code-tester/db_layer_findings.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/agent-memory/functional-code-tester/export_convert_findings.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/agent-memory/functional-code-tester/ingest_pipeline_findings.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/agent-memory/functional-code-tester/MEMORY.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/agent-memory/functional-code-tester/ollama_live_integration_findings.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/agent-memory/functional-code-tester/video_pipeline_test_results.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/agents/pb-gui-tester.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/hooks/.last_vault_lint"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/hooks/vault_check.sh"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/hooks/vault_lint.sh"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/logs/vault-lint-2026-04-23.txt"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/logs/vault-lint-2026-04-30.txt"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/logs/vault-lint-2026-05-08.txt"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/logs/vault-lint-2026-05-16.txt"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/logs/vault-lint-2026-05-25.txt"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/logs/vault-lint-2026-06-02.txt"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/PR_BODY_studio-brain-rebuild.md"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/scheduled_tasks.lock"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".claude/settings.local.json"	".claude"	"ignored by git status --ignored"
"excluded-ignored"	".gemini/skills/cuda-gpu-architect/scripts/cuda_audit.py"	".gemini"	"ignored by git status --ignored"
"excluded-ignored"	".gemini/skills/cuda-gpu-architect/SKILL.md"	".gemini"	"ignored by git status --ignored"
"excluded-ignored"	".pytest_cache/.gitignore"	".pytest_cache"	"ignored by git status --ignored"
"excluded-ignored"	".pytest_cache/CACHEDIR.TAG"	".pytest_cache"	"ignored by git status --ignored"
"excluded-ignored"	".pytest_cache/README.md"	".pytest_cache"	"ignored by git status --ignored"
"excluded-ignored"	".pytest_cache/v/cache/lastfailed"	".pytest_cache"	"ignored by git status --ignored"
"excluded-ignored"	".pytest_cache/v/cache/nodeids"	".pytest_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/.gitignore"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/10247525985925152011"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/10312998308029461019"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/10357748121604232"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/10416331705546676214"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/10452781277642190598"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/10515131647986279102"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/10676508222593424517"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/10967221379429756988"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11029514567320434778"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11089798962712266685"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11268765715301798790"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11391534498333521602"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11446733948375487694"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11511060029033112684"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11602171599592733446"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11698574180891848665"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11739963021454629863"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11846503160483766466"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11891491042843807477"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/11999213800074372745"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/1217544268674746602"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/12210408794419864754"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/12281868535701525743"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/12317122892742906170"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/1242493840402858714"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/12444333526513500779"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/12454374037722922510"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/12770919439641769103"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/12983493874254399781"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/1318212442835565867"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/13208840326546290001"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/13223365511112651278"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/1339005602391535296"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/13448470826452955015"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/13586146152980959838"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/13645127780851100977"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/13904443618659407572"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/14263366456756013045"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/14325545546498879617"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/14414225304823561917"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/14508800124809870790"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/14515464127054757197"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/14597927358319593297"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/14633284886652658118"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/14854003606705558310"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/14880588987869320343"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/15202815273994602541"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/15279338158171005945"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/15803087686363086413"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/16218873089492890704"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/16490959751878288028"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/16790338178264974539"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/16817768885005963392"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/16893339614385221511"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/16922906663068246462"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/17584439637067625694"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/17599052018747332249"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/17641833589020707978"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/1776533253947285783"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/17865062677839032788"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/17886213268613945920"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/18160637938780223277"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/1822485004052466758"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/18391324664771718332"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/1845208400923401046"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/1850913682680303663"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/191936831334199111"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/2009522267537454151"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/2122661972589473762"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/2188358833556834868"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/2211383143393628459"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/225793505138309265"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/2470835160332981316"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/2516145502404065138"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/2952033081820533047"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/3093819847485186188"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/3169345538824213047"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/3438345494186039195"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/363668572966797716"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/3693085001163827904"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/3731671751820938507"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/390843699499120284"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/4056327946780585699"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/4121042914920798792"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/5284986719001362674"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/539048569723142153"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/5844732623786340518"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/609720478089212724"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/6298539804854166111"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/6365331736858358131"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/6370850148451990648"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/6420532100877208194"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/6455849291604291693"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/6886539267440309757"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/7024351887049310906"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/7199357582489609151"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/7735944863647211066"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/8212546387581552350"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/8249968682307396357"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/8257928304655513139"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/8453555250643540233"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/8456712252887047466"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/8534496588396630691"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/8585573972583498499"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/8683165375304960850"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/8689039196524668129"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/9244408315612821930"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/9271177164323375334"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/9432938110408765775"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/9624208371560765321"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/9731133288018136407"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/0.15.12/9786654039240081600"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".ruff_cache/CACHEDIR.TAG"	".ruff_cache"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/14704-1777066349/content/architecture.html"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/14704-1777066349/content/structure.html"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/14704-1777066349/state/server-info"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/1892-1776910990/content/ready.html"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/1892-1776910990/state/server-stopped"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/1892-1776910990/state/server.pid"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/361-1778289623/content/c2-vs-c3-detail.html"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/361-1778289623/content/layout-c-options.html"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/361-1778289623/content/waiting.html"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/361-1778289623/state/server-stopped"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/361-1778289623/state/server.pid"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/632-1776918207/content/approaches-v2.html"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/632-1776918207/content/approaches.html"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/632-1776918207/state/events"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".superpowers/brainstorm/632-1776918207/state/server-stopped"	".superpowers"	"ignored by git status --ignored"
"excluded-ignored"	".vscode/extensions.json"	".vscode"	"ignored by git status --ignored"
"excluded-ignored"	".vscode/settings.json"	".vscode"	"ignored by git status --ignored"
"excluded-ignored"	".env"	"<root-file>"	"ignored by git status --ignored"
"excluded-ignored"	"pb_studio.db"	"<root-file>"	"ignored by git status --ignored"
"excluded-ignored"	"pb_studio.db-shm"	"<root-file>"	"ignored by git status --ignored"
"excluded-ignored"	"pb_studio.db-wal"	"<root-file>"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/__init__.cpython-310.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/__init__.cpython-313.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/audio_agent.cpython-310.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/audio_agent.cpython-313.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/base_agent.cpython-310.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/base_agent.cpython-313.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/editor_agent.cpython-310.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/editor_agent.cpython-313.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/orchestrator_agent.cpython-310.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/orchestrator_agent.cpython-313.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/pacing_agent.cpython-310.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/pacing_agent.cpython-313.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/vision_agent.cpython-310.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"agents/__pycache__/vision_agent.cpython-313.pyc"	"agents"	"ignored by git status --ignored"
"excluded-ignored"	"bin/ffmpeg.exe"	"bin"	"ignored by git status --ignored"
"excluded-ignored"	"bin/ffprobe.exe"	"bin"	"ignored by git status --ignored"
